date,hour,Frequency,type,helpLevel
2022/4/26,21,1,other,acute
2022/4/26,21,1,goods,acute
2022/4/26,21,1,disease,acute
2022/4/26,22,1,goods,critical
2022/4/26,22,3,serious,critical
2022/4/26,22,2,disease,acute
2022/4/26,22,1,other,urgent
2022/4/26,23,2,disease,acute
2022/4/26,23,1,other,urgent
2022/4/26,23,1,goods,urgent
2022/4/27,24,1,serious,critical
2022/4/27,1,1,other,acute
2022/4/27,1,1,goods,urgent
2022/4/27,1,1,disease,urgent
2022/4/27,2,1,disease,urgent
2022/4/27,5,1,disease,acute
2022/4/27,6,1,other,critical
2022/4/27,6,1,other,acute
2022/4/27,7,1,disease,acute
2022/4/27,7,1,serious,acute
2022/4/27,8,1,serious,critical
2022/4/27,8,1,disease,acute
2022/4/27,8,1,goods,urgent
2022/4/27,9,2,disease,acute
2022/4/27,10,1,disease,critical
2022/4/27,10,2,serious,critical
2022/4/27,10,3,disease,acute
2022/4/27,11,2,serious,critical
2022/4/27,12,3,disease,acute
2022/4/27,13,5,disease,acute
2022/4/27,13,2,goods,urgent
2022/4/27,14,1,goods,critical
2022/4/27,14,1,disease,critical
2022/4/27,14,1,serious,critical
2022/4/27,14,1,disease,acute
2022/4/27,14,1,other,urgent
2022/4/27,15,1,goods,critical
2022/4/27,15,1,serious,critical
2022/4/27,15,7,disease,acute
2022/4/27,15,1,other,urgent
2022/4/27,16,1,other,critical
2022/4/27,16,1,disease,critical
2022/4/27,16,2,serious,critical
2022/4/27,16,1,pregnant,acute
2022/4/27,16,7,disease,acute
2022/4/27,16,1,serious,acute
2022/4/27,16,1,other,urgent
2022/4/27,16,1,goods,urgent
2022/4/27,17,1,goods,critical
2022/4/27,17,2,serious,critical
2022/4/27,17,2,goods,urgent
2022/4/27,18,1,other,critical
2022/4/27,18,2,serious,critical
2022/4/27,18,1,other,acute
2022/4/27,18,1,disease,acute
2022/4/27,18,1,other,urgent
2022/4/27,19,1,serious,critical
2022/4/27,19,2,disease,acute
2022/4/27,20,1,goods,critical
2022/4/27,20,1,goods,acute
2022/4/27,20,4,disease,acute
2022/4/27,21,1,serious,critical
2022/4/27,21,3,disease,acute
2022/4/27,22,1,other,urgent
2022/4/27,23,1,serious,critical
2022/4/27,23,1,goods,acute
2022/4/28,24,1,other,critical
2022/4/28,24,1,disease,acute
2022/4/28,24,1,goods,urgent
2022/4/28,2,1,disease,critical
2022/4/28,3,1,other,critical
2022/4/28,6,1,other,critical
2022/4/28,6,1,serious,critical
2022/4/28,7,1,disease,acute
2022/4/28,8,2,other,critical
2022/4/28,8,1,goods,critical
2022/4/28,8,1,disease,critical
2022/4/28,8,1,serious,critical
2022/4/28,8,3,disease,acute
2022/4/28,9,2,disease,acute
2022/4/28,9,2,serious,acute
2022/4/28,9,1,disease,urgent
2022/4/28,10,1,goods,critical
2022/4/28,10,1,disease,critical
2022/4/28,10,2,serious,critical
2022/4/28,10,1,disease,acute
2022/4/28,10,2,other,urgent
2022/4/28,11,1,other,critical
2022/4/28,11,3,disease,acute
2022/4/28,11,3,goods,urgent
2022/4/28,12,1,goods,critical
2022/4/28,12,2,serious,critical
2022/4/28,12,1,pregnant,acute
2022/4/28,12,2,disease,acute
2022/4/28,12,1,other,urgent
2022/4/28,12,1,goods,urgent
2022/4/28,13,1,goods,critical
2022/4/28,13,3,disease,acute
2022/4/28,13,1,other,urgent
2022/4/28,14,1,serious,critical
2022/4/28,14,1,other,urgent
2022/4/28,15,1,other,acute
2022/4/28,16,1,other,acute
2022/4/28,16,2,disease,acute
2022/4/28,16,1,other,urgent
2022/4/28,17,1,serious,critical
2022/4/28,17,1,goods,acute
2022/4/28,17,1,disease,acute
2022/4/28,17,2,other,urgent
2022/4/28,18,1,other,critical
2022/4/28,18,3,serious,critical
2022/4/28,18,1,disease,acute
2022/4/28,19,1,disease,critical
2022/4/28,19,2,serious,critical
2022/4/28,19,1,disease,acute
2022/4/28,19,2,other,urgent
2022/4/28,20,1,disease,critical
2022/4/28,20,2,serious,critical
2022/4/28,20,3,disease,acute
2022/4/28,21,2,disease,critical
2022/4/28,21,5,serious,critical
2022/4/28,21,1,disease,urgent
2022/4/28,22,1,disease,critical
2022/4/28,22,1,disease,acute
2022/4/28,23,1,serious,critical
2022/4/28,23,1,pregnant,acute
2022/4/28,23,1,disease,acute
2022/4/29,24,1,disease,critical
2022/4/29,24,1,serious,critical
2022/4/29,1,1,disease,acute
2022/4/29,2,1,other,urgent
2022/4/29,4,1,other,urgent
2022/4/29,7,1,disease,acute
2022/4/29,7,1,goods,urgent
2022/4/29,8,1,serious,critical
2022/4/29,8,1,disease,acute
2022/4/29,8,1,disease,urgent
2022/4/29,9,1,goods,critical
2022/4/29,10,1,serious,critical
2022/4/29,10,1,goods,acute
2022/4/29,10,2,disease,acute
2022/4/29,10,1,other,urgent
2022/4/29,10,2,goods,urgent
2022/4/29,11,1,other,critical
2022/4/29,11,1,serious,critical
2022/4/29,11,2,disease,acute
2022/4/29,12,1,other,acute
2022/4/29,12,3,disease,acute
2022/4/29,12,1,goods,urgent
2022/4/29,13,1,disease,critical
2022/4/29,13,5,disease,acute
2022/4/29,15,1,other,critical
2022/4/29,15,1,serious,critical
2022/4/29,15,2,disease,acute
2022/4/29,16,1,disease,critical
2022/4/29,16,1,goods,acute
2022/4/29,16,1,disease,acute
2022/4/29,16,1,other,urgent
2022/4/29,17,1,other,critical
2022/4/29,17,1,disease,critical
2022/4/29,17,2,goods,acute
2022/4/29,17,2,disease,acute
2022/4/29,17,1,other,urgent
2022/4/29,17,1,goods,urgent
2022/4/29,18,1,disease,critical
2022/4/29,18,2,serious,critical
2022/4/29,18,1,disease,acute
2022/4/29,19,1,disease,critical
2022/4/29,19,1,serious,critical
2022/4/29,19,2,disease,acute
2022/4/29,19,1,other,urgent
2022/4/29,19,1,goods,urgent
2022/4/29,19,1,disease,urgent
2022/4/29,20,2,disease,acute
2022/4/29,22,3,disease,acute
2022/4/29,22,1,goods,urgent
2022/4/30,2,1,disease,acute
2022/4/30,3,1,disease,acute
2022/4/30,4,1,disease,critical
2022/4/30,6,1,disease,acute
2022/4/30,7,1,other,critical
2022/4/30,7,1,other,urgent
2022/4/30,8,1,serious,critical
2022/4/30,9,1,goods,critical
2022/4/30,9,1,disease,acute
2022/4/30,9,1,goods,urgent
2022/4/30,10,1,other,critical
2022/4/30,10,4,serious,critical
2022/4/30,10,2,disease,acute
2022/4/30,11,2,serious,critical
2022/4/30,11,1,goods,acute
2022/4/30,11,1,disease,acute
2022/4/30,11,1,other,urgent
2022/4/30,12,1,other,acute
2022/4/30,12,1,disease,acute
2022/4/30,13,1,serious,critical
2022/4/30,14,1,other,acute
2022/4/30,14,1,goods,acute
2022/4/30,14,3,disease,acute
2022/4/30,15,1,serious,critical
2022/4/30,15,1,other,urgent
2022/4/30,15,1,goods,urgent
2022/4/30,16,1,goods,urgent
2022/4/30,17,2,disease,acute
2022/4/30,17,2,goods,urgent
2022/4/30,18,1,other,critical
2022/4/30,18,1,disease,critical
2022/4/30,18,1,serious,critical
2022/4/30,18,2,disease,acute
2022/4/30,18,1,goods,urgent
2022/4/30,19,1,serious,critical
2022/4/30,19,1,goods,acute
2022/4/30,19,3,disease,acute
2022/4/30,19,1,other,urgent
2022/4/30,20,1,disease,acute
2022/4/30,21,1,goods,critical
2022/4/30,21,2,disease,acute
2022/4/30,22,2,serious,critical
2022/4/30,22,1,disease,acute
2022/4/30,22,2,goods,urgent
2022/4/30,23,1,disease,acute
2022/4/30,23,1,goods,urgent
2022/5/1,24,1,disease,acute
2022/5/1,24,1,goods,urgent
2022/5/1,2,1,serious,critical
2022/5/1,4,1,goods,acute
2022/5/1,5,1,goods,urgent
2022/5/1,7,1,serious,critical
2022/5/1,9,1,disease,acute
2022/5/1,10,1,other,acute
2022/5/1,10,1,pregnant,acute
2022/5/1,10,2,goods,acute
2022/5/1,10,1,disease,acute
2022/5/1,13,1,other,critical
2022/5/1,13,2,disease,acute
2022/5/1,13,1,other,urgent
2022/5/1,13,2,goods,urgent
2022/5/1,14,1,serious,critical
2022/5/1,14,1,disease,acute
2022/5/1,15,4,serious,critical
2022/5/1,15,1,pregnant,acute
2022/5/1,15,3,disease,acute
2022/5/1,16,1,pregnant,acute
2022/5/1,16,1,disease,acute
2022/5/1,16,1,other,urgent
2022/5/1,16,1,goods,urgent
2022/5/1,16,1,disease,urgent
2022/5/1,18,2,serious,critical
2022/5/1,18,2,disease,acute
2022/5/1,18,2,other,urgent
2022/5/1,18,2,goods,urgent
2022/5/1,20,1,other,critical
2022/5/1,20,2,disease,acute
2022/5/1,21,1,goods,critical
2022/5/1,21,2,disease,acute
2022/5/1,22,1,other,critical
2022/5/1,22,1,serious,critical
2022/5/1,22,1,other,acute
2022/5/1,22,1,disease,acute
2022/5/1,23,1,disease,acute
2022/5/2,1,1,other,urgent
2022/5/2,2,1,serious,critical
2022/5/2,4,1,disease,acute
2022/5/2,6,2,disease,acute
2022/5/2,7,1,goods,critical
2022/5/2,7,1,disease,acute
2022/5/2,8,1,disease,acute
2022/5/2,9,1,goods,critical
2022/5/2,9,1,serious,critical
2022/5/2,10,1,goods,critical
2022/5/2,10,1,serious,critical
2022/5/2,10,2,disease,acute
2022/5/2,10,2,other,urgent
2022/5/2,10,1,disease,urgent
2022/5/2,11,1,disease,acute
2022/5/2,11,1,other,urgent
2022/5/2,11,1,goods,urgent
2022/5/2,12,1,other,acute
2022/5/2,12,5,disease,acute
2022/5/2,12,2,goods,urgent
2022/5/2,13,2,serious,critical
2022/5/2,13,1,disease,acute
2022/5/2,13,1,serious,acute
2022/5/2,14,1,other,critical
2022/5/2,14,1,serious,critical
2022/5/2,14,1,goods,acute
2022/5/2,14,3,disease,acute
2022/5/2,15,1,serious,critical
2022/5/2,15,1,goods,urgent
2022/5/2,16,1,disease,critical
2022/5/2,16,1,pregnant,acute
2022/5/2,16,1,disease,acute
2022/5/2,17,4,disease,acute
2022/5/2,18,3,serious,critical
2022/5/2,18,1,other,acute
2022/5/2,18,4,disease,acute
2022/5/2,19,2,other,critical
2022/5/2,19,2,disease,acute
2022/5/2,20,1,goods,critical
2022/5/2,20,1,serious,critical
2022/5/2,20,1,disease,acute
2022/5/2,20,1,other,urgent
2022/5/2,21,1,other,acute
2022/5/2,22,1,goods,critical
2022/5/2,22,2,serious,critical
2022/5/2,22,1,other,acute
2022/5/2,22,2,disease,acute
2022/5/3,1,1,serious,critical
2022/5/3,8,1,other,critical
2022/5/3,8,1,other,urgent
2022/5/3,9,1,serious,critical
2022/5/3,9,1,other,acute
2022/5/3,9,1,disease,acute
2022/5/3,9,1,serious,acute
2022/5/3,9,1,goods,urgent
2022/5/3,10,1,other,critical
2022/5/3,10,1,goods,critical
2022/5/3,10,1,disease,critical
2022/5/3,10,2,serious,critical
2022/5/3,10,5,disease,acute
2022/5/3,11,1,disease,acute
2022/5/3,12,2,disease,acute
2022/5/3,12,1,other,urgent
2022/5/3,13,1,pregnant,acute
2022/5/3,13,1,disease,acute
2022/5/3,13,1,other,urgent
2022/5/3,13,1,disease,urgent
2022/5/3,14,1,other,critical
2022/5/3,14,2,disease,critical
2022/5/3,14,3,disease,acute
2022/5/3,14,1,other,urgent
2022/5/3,15,1,goods,critical
2022/5/3,15,2,disease,acute
2022/5/3,16,1,serious,critical
2022/5/3,18,1,disease,acute
2022/5/3,18,1,goods,urgent
2022/5/3,19,1,disease,critical
2022/5/3,20,1,other,critical
2022/5/3,20,1,other,acute
2022/5/3,20,1,goods,urgent
2022/5/3,21,1,other,urgent
2022/5/3,22,1,serious,critical
2022/5/3,22,1,disease,acute
2022/5/3,22,1,serious,acute
2022/5/3,23,1,disease,acute
2022/5/3,23,1,goods,urgent
2022/5/4,24,1,disease,critical
2022/5/4,24,1,serious,acute
2022/5/4,1,1,serious,critical
2022/5/4,3,1,goods,acute
2022/5/4,3,1,goods,urgent
2022/5/4,6,1,serious,critical
2022/5/4,7,1,other,critical
2022/5/4,8,1,goods,urgent
2022/5/4,9,1,disease,acute
2022/5/4,9,1,goods,urgent
2022/5/4,10,1,other,critical
2022/5/4,10,1,pregnant,acute
2022/5/4,11,1,serious,critical
2022/5/4,11,1,disease,acute
2022/5/4,11,1,other,urgent
2022/5/4,11,2,goods,urgent
2022/5/4,12,1,serious,acute
2022/5/4,14,1,other,urgent
2022/5/4,14,1,disease,urgent
2022/5/4,15,1,disease,critical
2022/5/4,15,1,serious,critical
2022/5/4,15,1,goods,urgent
2022/5/4,16,1,serious,critical
2022/5/4,17,1,serious,critical
2022/5/4,17,3,disease,acute
2022/5/4,17,1,goods,urgent
2022/5/4,18,1,disease,acute
2022/5/4,18,1,disease,urgent
2022/5/4,19,1,pregnant,acute
2022/5/4,19,1,other,urgent
2022/5/4,20,1,disease,acute
2022/5/4,21,2,disease,acute
2022/5/4,22,1,serious,critical
2022/5/4,23,2,serious,critical
2022/5/4,23,2,disease,acute
2022/5/5,24,1,disease,acute
2022/5/5,24,1,goods,urgent
2022/5/5,2,1,serious,critical
2022/5/5,9,1,goods,urgent
2022/5/5,10,1,disease,acute
2022/5/5,11,1,serious,critical
2022/5/5,11,4,disease,acute
2022/5/5,12,1,disease,acute
2022/5/5,13,1,disease,acute
2022/5/5,14,1,serious,critical
2022/5/5,14,1,other,acute
2022/5/5,14,1,other,urgent
2022/5/5,14,1,goods,urgent
2022/5/5,16,1,serious,critical
2022/5/5,16,1,disease,acute
2022/5/5,16,2,other,urgent
2022/5/5,18,1,other,critical
2022/5/5,18,1,other,acute
2022/5/5,18,1,other,urgent
2022/5/5,19,1,other,critical
2022/5/5,19,1,disease,acute
2022/5/5,21,1,disease,acute
2022/5/5,21,1,goods,urgent
2022/5/5,22,1,other,critical
2022/5/5,23,1,serious,critical
2022/5/6,3,1,goods,urgent
2022/5/6,6,1,disease,acute
2022/5/6,7,1,disease,acute
2022/5/6,9,1,disease,critical
2022/5/6,9,2,disease,acute
2022/5/6,10,1,disease,acute
2022/5/6,11,1,other,urgent
2022/5/6,12,1,disease,acute
2022/5/6,13,1,serious,critical
2022/5/6,13,1,disease,acute
2022/5/6,14,1,disease,acute
2022/5/6,15,1,serious,critical
2022/5/6,15,1,disease,acute
2022/5/6,15,1,other,urgent
2022/5/6,16,1,other,critical
2022/5/6,17,1,other,critical
2022/5/6,17,1,disease,acute
2022/5/6,17,1,other,urgent
2022/5/6,18,1,serious,critical
2022/5/6,18,1,disease,acute
2022/5/6,18,2,other,urgent
2022/5/6,19,1,disease,acute
2022/5/6,19,1,other,urgent
2022/5/6,20,1,other,critical
2022/5/6,20,1,serious,critical
2022/5/6,20,3,disease,acute
2022/5/6,21,2,disease,acute
2022/5/6,22,1,disease,acute
2022/5/6,23,1,other,urgent
2022/5/7,24,1,serious,critical
2022/5/7,24,1,other,acute
2022/5/7,6,1,other,critical
2022/5/7,8,1,serious,critical
2022/5/7,8,2,disease,acute
2022/5/7,8,1,other,urgent
2022/5/7,9,1,serious,critical
2022/5/7,9,1,goods,acute
2022/5/7,9,3,other,urgent
2022/5/7,10,1,serious,critical
2022/5/7,10,1,other,acute
2022/5/7,11,1,goods,critical
2022/5/7,11,1,disease,critical
2022/5/7,11,1,other,acute
2022/5/7,12,1,disease,acute
2022/5/7,12,1,goods,urgent
2022/5/7,13,1,disease,critical
2022/5/7,14,2,other,urgent
2022/5/7,16,2,serious,critical
2022/5/7,16,2,other,acute
2022/5/7,16,2,disease,acute
2022/5/7,17,1,other,critical
2022/5/7,17,2,serious,acute
2022/5/7,18,1,pregnant,acute
2022/5/7,18,1,disease,acute
2022/5/7,18,1,other,urgent
2022/5/7,19,1,goods,critical
2022/5/7,20,1,serious,critical
2022/5/7,20,2,other,acute
2022/5/7,21,1,disease,acute
2022/5/7,23,1,goods,critical
2022/5/7,23,1,disease,acute
2022/5/8,3,1,other,urgent
2022/5/8,9,1,serious,critical
2022/5/8,9,1,disease,acute
2022/5/8,10,1,serious,critical
2022/5/8,13,2,disease,acute
2022/5/8,14,1,serious,critical
2022/5/8,15,1,goods,acute
2022/5/8,15,1,other,urgent
2022/5/8,16,1,other,critical
2022/5/8,16,3,disease,acute
2022/5/8,16,3,other,urgent
2022/5/8,17,1,serious,critical
2022/5/8,17,1,other,acute
2022/5/8,18,1,serious,critical
2022/5/8,18,1,disease,acute
2022/5/8,18,1,other,urgent
2022/5/8,19,1,serious,critical
2022/5/8,19,1,goods,acute
2022/5/8,19,2,other,urgent
2022/5/8,20,1,disease,acute
2022/5/8,21,1,serious,critical
2022/5/8,21,1,other,urgent
2022/5/8,22,1,disease,acute
2022/5/8,22,1,other,urgent
2022/5/8,22,1,goods,urgent
2022/5/8,23,1,serious,critical
2022/5/8,23,1,disease,acute
2022/5/9,24,1,disease,critical
2022/5/9,24,1,disease,acute
2022/5/9,5,1,serious,critical
2022/5/9,8,1,serious,critical
2022/5/9,8,1,serious,acute
2022/5/9,9,1,goods,critical
2022/5/9,10,1,serious,critical
2022/5/9,11,2,serious,critical
2022/5/9,11,2,disease,acute
2022/5/9,11,1,other,urgent
2022/5/9,11,2,goods,urgent
2022/5/9,11,1,disease,urgent
2022/5/9,12,2,disease,acute
2022/5/9,12,1,goods,urgent
2022/5/9,13,2,serious,critical
2022/5/9,13,1,other,urgent
2022/5/9,15,2,disease,critical
2022/5/9,16,1,disease,critical
2022/5/9,16,2,serious,critical
2022/5/9,16,1,other,acute
2022/5/9,16,2,disease,acute
2022/5/9,16,1,other,urgent
2022/5/9,17,1,goods,acute
2022/5/9,18,1,goods,acute
2022/5/9,18,2,disease,acute
2022/5/9,19,2,disease,acute
2022/5/9,20,1,other,urgent
2022/5/9,21,1,disease,acute
2022/5/9,21,1,other,urgent
2022/5/9,22,1,other,critical
2022/5/9,22,1,serious,critical
2022/5/9,23,1,goods,critical
2022/5/10,24,1,other,critical
2022/5/10,24,2,disease,acute
2022/5/10,24,1,other,urgent
2022/5/10,1,1,other,urgent
2022/5/10,7,1,serious,critical
2022/5/10,8,1,serious,critical
2022/5/10,9,1,other,critical
2022/5/10,9,1,serious,critical
2022/5/10,9,1,disease,acute
2022/5/10,10,1,disease,critical
2022/5/10,10,1,other,acute
2022/5/10,11,1,other,critical
2022/5/10,11,1,goods,critical
2022/5/10,11,3,serious,critical
2022/5/10,11,1,other,acute
2022/5/10,11,1,disease,acute
2022/5/10,11,1,other,urgent
2022/5/10,11,3,goods,urgent
2022/5/10,12,1,goods,critical
2022/5/10,12,1,serious,critical
2022/5/10,12,1,disease,acute
2022/5/10,12,1,other,urgent
2022/5/10,12,1,disease,urgent
2022/5/10,13,1,other,critical
2022/5/10,13,1,goods,critical
2022/5/10,14,2,serious,critical
2022/5/10,14,1,goods,urgent
2022/5/10,16,1,goods,critical
2022/5/10,16,1,serious,acute
2022/5/10,17,1,goods,critical
2022/5/10,17,1,other,acute
2022/5/10,17,1,disease,acute
2022/5/10,18,1,serious,critical
2022/5/10,19,1,serious,critical
2022/5/10,19,1,other,urgent
2022/5/10,20,1,other,critical
2022/5/10,20,1,goods,urgent
2022/5/10,21,2,serious,critical
2022/5/10,21,1,goods,acute
2022/5/10,22,1,goods,critical
2022/5/10,22,1,serious,critical
2022/5/10,23,1,other,critical
2022/5/10,23,1,serious,critical
2022/5/11,7,2,disease,acute
2022/5/11,7,2,goods,urgent
2022/5/11,8,1,other,acute
2022/5/11,8,1,disease,acute
2022/5/11,9,1,serious,critical
2022/5/11,9,1,pregnant,acute
2022/5/11,11,1,serious,critical
2022/5/11,11,1,disease,acute
2022/5/11,11,1,other,urgent
2022/5/11,12,1,disease,acute
2022/5/11,12,1,other,urgent
2022/5/11,13,1,serious,critical
2022/5/11,14,1,goods,critical
2022/5/11,14,1,goods,acute
2022/5/11,14,1,other,urgent
2022/5/11,15,1,serious,critical
2022/5/11,16,1,disease,urgent
2022/5/11,17,1,other,urgent
2022/5/11,18,1,goods,acute
2022/5/11,19,1,other,urgent
2022/5/11,20,1,serious,critical
2022/5/11,21,1,goods,critical
2022/5/11,22,1,other,critical
2022/5/11,23,1,serious,critical
2022/5/12,24,1,disease,acute
2022/5/12,1,1,goods,critical
2022/5/12,1,1,disease,acute
2022/5/12,3,1,disease,acute
2022/5/12,4,1,other,critical
2022/5/12,4,1,disease,acute
2022/5/12,6,2,goods,critical
2022/5/12,6,1,goods,urgent
2022/5/12,7,1,serious,critical
2022/5/12,8,1,other,acute
2022/5/12,8,1,disease,acute
2022/5/12,9,1,pregnant,acute
2022/5/12,10,1,other,urgent
2022/5/12,11,1,disease,acute
2022/5/12,13,1,other,critical
2022/5/12,13,1,disease,critical
2022/5/12,13,1,disease,acute
2022/5/12,14,1,other,critical
2022/5/12,15,1,serious,critical
2022/5/12,15,1,other,acute
2022/5/12,17,1,goods,critical
2022/5/12,17,1,disease,acute
2022/5/12,17,1,serious,acute
2022/5/12,18,1,disease,critical
2022/5/12,18,1,serious,critical
2022/5/12,18,2,disease,acute
2022/5/12,19,1,goods,critical
2022/5/12,20,1,other,critical
2022/5/12,20,1,goods,acute
2022/5/12,21,1,disease,acute
2022/5/12,22,1,serious,critical
2022/5/12,23,1,serious,critical
2022/5/12,23,1,other,acute
2022/5/13,4,1,disease,critical
2022/5/13,6,1,other,critical
2022/5/13,6,1,disease,acute
2022/5/13,7,1,serious,critical
2022/5/13,8,1,other,critical
2022/5/13,9,2,serious,critical
2022/5/13,9,1,goods,acute
2022/5/13,10,1,goods,critical
2022/5/13,10,1,other,urgent
2022/5/13,12,2,goods,critical
2022/5/13,12,1,disease,critical
2022/5/13,12,1,other,acute
2022/5/13,13,1,goods,critical
2022/5/13,13,1,serious,critical
2022/5/13,13,1,disease,acute
2022/5/13,14,1,goods,acute
2022/5/13,14,1,disease,urgent
2022/5/13,15,1,disease,acute
2022/5/13,16,2,serious,critical
2022/5/13,16,2,disease,acute
2022/5/13,17,2,other,critical
2022/5/13,17,1,serious,critical
2022/5/13,18,1,goods,critical
2022/5/13,18,1,serious,critical
2022/5/13,18,1,pregnant,acute
2022/5/13,18,1,other,urgent
2022/5/13,21,1,goods,acute
2022/5/13,23,1,disease,acute
2022/5/14,24,1,pregnant,acute
2022/5/14,1,1,other,acute
2022/5/14,10,2,other,critical
2022/5/14,11,1,disease,critical
2022/5/14,11,1,goods,urgent
2022/5/14,12,2,serious,critical
2022/5/14,12,1,goods,urgent
2022/5/14,14,1,disease,acute
2022/5/14,15,1,disease,acute
2022/5/14,16,1,other,critical
2022/5/14,16,1,disease,critical
2022/5/14,20,1,goods,critical
2022/5/14,21,1,disease,acute
2022/5/14,22,1,disease,acute
2022/5/14,23,1,disease,acute
2022/5/15,1,1,serious,critical
2022/5/15,2,1,other,acute
2022/5/15,10,1,goods,critical
2022/5/15,10,1,serious,critical
2022/5/15,11,1,serious,critical
2022/5/15,12,2,other,critical
2022/5/15,12,1,other,acute
2022/5/15,14,1,other,critical
2022/5/15,14,1,goods,critical
2022/5/15,14,1,other,acute
2022/5/15,15,1,disease,acute
2022/5/15,17,1,serious,critical
